,Bairro,Quartos,Vagas,Suites,Area,Valor,Condominio,IPTU
783,Cachambi,2,0,0,50,900.0,313.0,0.0
785,Botafogo,1,0,0,38,1300.0,400.0,25.0
787,Tijuca,2,1,0,88,1100.0,693.0,32.0
788,Lins de Vasconcelos,2,0,0,50,900.0,360.0,13.0
789,Recreio dos Bandeirantes,3,1,1,80,1700.0,900.0,195.0
791,Copacabana,1,0,0,36,1700.0,632.0,69.0
792,Campo Grande,2,1,0,70,750.0,330.0,0.0
796,Freguesia (Jacarepaguá),1,1,0,49,850.0,590.0,37.0
799,Copacabana,1,0,0,37,2200.0,555.0,70.0
800,Ipanema,3,1,1,126,6000.0,1667.0,590.0
801,Gávea,2,1,0,63,3300.0,650.0,0.0
802,Barra da Tijuca,2,1,0,74,2100.0,750.0,0.0
804,Barra da Tijuca,2,1,1,70,2300.0,1000.0,80.0
805,Barra da Tijuca,4,3,4,292,16000.0,5000.0,1500.0
806,Barra da Tijuca,4,2,1,330,9000.0,3100.0,1085.0
807,Recreio dos Bandeirantes,2,1,1,65,1800.0,560.0,0.0
810,Flamengo,3,0,1,110,3800.0,659.0,146.0
811,Botafogo,3,1,1,102,5100.0,1300.0,342.0
812,Glória,1,0,0,28,1500.0,250.0,0.0
813,Barra da Tijuca,2,2,1,65,1600.0,1270.0,233.0
814,Engenho Novo,2,1,0,69,1250.0,600.0,0.0
815,Camorim,2,1,0,48,1000.0,340.0,90.0
816,Leblon,4,2,2,240,17900.0,5000.0,1000.0
817,Laranjeiras,4,2,1,350,10000.0,3000.0,403.0
818,Barra da Tijuca,2,1,1,87,2300.0,1482.0,251.0
819,Recreio dos Bandeirantes,2,1,1,70,1500.0,800.0,130.0
820,Barra da Tijuca,3,1,1,75,1900.0,750.0,60.0
821,Barra da Tijuca,2,1,1,80,3500.0,1100.0,140.0
823,Copacabana,3,0,2,130,4000.0,950.0,200.0
828,Cascadura,3,0,0,58,990.0,100.0,0.0
830,Humaitá,2,1,0,72,2900.0,815.0,96.0
831,Jacarepaguá,2,1,2,68,1700.0,739.0,0.0
832,São Conrado,4,2,1,230,5150.0,2225.0,350.0
833,Pechincha,2,1,1,61,1000.0,489.0,0.0
834,Urca,3,1,1,220,16000.0,2757.0,544.0
837,Copacabana,3,1,0,290,8000.0,2032.0,7000.0
840,Tijuca,2,1,0,72,1500.0,734.0,0.0
842,Praia da Bandeira,2,1,0,90,1400.0,480.0,85.0
845,Tijuca,3,0,0,86,1500.0,690.0,83.0
846,Ipanema,3,2,1,200,9500.0,3600.0,1500.0
847,Grajaú,2,0,0,53,1200.0,270.0,17.0
857,Copacabana,2,0,1,120,3800.0,1413.0,314.0
858,Copacabana,4,1,2,270,13500.0,2800.0,0.0
861,Ipanema,3,2,1,108,6000.0,2100.0,466.0
864,Ipanema,3,2,1,220,9000.0,3600.0,1400.0
867,Ipanema,1,0,1,46,1800.0,936.0,86.0
868,Saúde,2,0,0,65,1300.0,468.0,30.0
869,Ipanema,1,0,1,48,2100.0,540.0,81.0
871,Flamengo,2,1,1,90,3000.0,1200.0,120.0
872,Itanhangá,2,0,0,56,1200.0,781.0,26.0
874,Leme,4,0,1,350,10000.0,2700.0,6500.0
875,Copacabana,2,0,1,45,1600.0,620.0,0.0
877,Barra da Tijuca,3,2,1,201,9500.0,2300.0,13500.0
880,Centro,1,0,1,38,1150.0,400.0,25.0
881,Leme,3,1,0,200,8000.0,2300.0,510.0
886,Barra da Tijuca,3,2,3,89,4500.0,1200.0,211.0
888,Barra da Tijuca,4,3,2,398,16000.0,2600.0,11000.0
889,Ipanema,2,2,1,130,8000.0,2000.0,660.0
890,Barra da Tijuca,2,1,1,69,2500.0,940.0,800.0
891,Ipanema,4,2,1,200,9500.0,3600.0,1500.0
894,Recreio dos Bandeirantes,1,1,1,45,1500.0,1200.0,440.0
895,Botafogo,1,1,0,65,2200.0,679.0,27.0
896,Barra da Tijuca,2,1,2,100,10000.0,5155.0,502.0
897,Méier,3,0,0,60,1300.0,450.0,0.0
898,Barra da Tijuca,2,2,1,75,1400.0,800.0,100.0
899,Leblon,3,1,2,155,7200.0,1515.0,538.0
900,Tijuca,2,1,1,70,1600.0,740.0,0.0
901,Leblon,2,2,1,65,5000.0,1950.0,300.0
904,Tijuca,3,2,1,150,2000.0,1700.0,210.0
905,Barra da Tijuca,4,3,4,245,11000.0,3000.0,544.0
907,Lagoa,3,2,3,125,4800.0,1600.0,460.0
908,Leblon,2,0,1,71,6700.0,2070.0,0.0
909,Anil,2,1,0,46,1100.0,430.0,12.0
912,Freguesia (Jacarepaguá),2,1,1,70,1300.0,720.0,85.0
913,Copacabana,1,0,1,39,1800.0,600.0,0.0
914,Santa Teresa,1,0,0,21,800.0,312.0,15.0
915,Vila Isabel,3,1,0,95,1250.0,650.0,60.0
917,Copacabana,1,0,0,36,2200.0,590.0,0.0
918,Barra da Tijuca,2,1,1,67,2000.0,1300.0,119.0
919,Copacabana,3,2,1,190,7000.0,2000.0,639.0
920,Andaraí,3,0,0,64,1300.0,310.0,20.0
923,Ipanema,3,0,0,90,3500.0,998.0,95.0
925,Copacabana,3,1,0,90,3800.0,900.0,230.0
926,São Conrado,4,4,2,460,10000.0,5600.0,500.0
928,Recreio dos Bandeirantes,3,1,1,82,2000.0,989.0,1313.0
931,Curicica,2,1,1,58,1350.0,590.0,560.0
933,Flamengo,4,0,1,648,18000.0,3540.0,2187.0
936,São Conrado,4,3,1,260,8500.0,3650.0,1170.0
938,Ipanema,3,3,2,270,16000.0,3100.0,7813.0
939,Camorim,2,1,1,51,1200.0,550.0,650.0
940,Lagoa,3,2,1,162,5500.0,1500.0,627.0
941,Tijuca,2,1,1,85,1600.0,960.0,90.0
942,Ipanema,1,0,0,50,2100.0,630.0,0.0
943,Cachambi,2,1,0,55,1200.0,364.0,0.0
945,Méier,2,1,0,77,1000.0,925.0,0.0
946,Barra da Tijuca,1,1,1,69,1900.0,1007.0,159.0
953,Maracanã,2,1,1,85,2500.0,492.0,0.0
959,Tijuca,3,1,1,80,3000.0,967.0,184.0
960,Barra da Tijuca,2,1,1,70,1150.0,1260.0,160.0
961,Leblon,2,1,1,90,3500.0,1150.0,3300.0
965,Leblon,3,2,2,262,20000.0,2579.0,1351.0
967,Laranjeiras,2,1,0,63,2500.0,968.0,93.0
968,Laranjeiras,2,1,0,79,2300.0,780.0,118.0
969,Jardim Botânico,2,2,1,83,3500.0,1790.0,196.0
971,Vila Isabel,2,0,0,80,1700.0,450.0,60.0
973,Laranjeiras,4,2,1,270,5500.0,2750.0,420.0
975,São Conrado,3,2,1,157,6400.0,1792.0,460.0
977,Ipanema,3,1,2,108,5800.0,1735.0,368.0
978,Ipanema,3,2,1,166,7000.0,3400.0,0.0
979,Botafogo,1,0,0,53,1600.0,770.0,70.0
985,Lagoa,3,1,1,120,5500.0,1080.0,555.0
987,Barra da Tijuca,3,2,2,168,3500.0,2138.0,401.0
988,Tijuca,2,0,1,48,1700.0,700.0,0.0
989,Barra da Tijuca,2,1,1,60,2800.0,900.0,149.0
992,Laranjeiras,4,0,2,217,9000.0,1200.0,0.0
994,Ipanema,2,0,0,73,3000.0,700.0,190.0
998,Leblon,2,1,0,73,3800.0,1100.0,210.0
1000,Copacabana,1,0,1,50,2500.0,516.0,25.0
1002,Vila Isabel,2,2,1,91,2000.0,600.0,145.0
1003,Campo Grande,2,1,0,50,1000.0,310.0,0.0
1005,Barra da Tijuca,2,1,1,90,3000.0,1846.0,438.0
1006,Centro,1,0,0,35,1000.0,300.0,0.0
1008,Copacabana,2,0,0,79,3500.0,960.0,171.0
1009,Copacabana,4,1,1,280,8500.0,1748.0,664.0
1013,Camorim,3,1,1,75,2100.0,680.0,0.0
1015,Flamengo,3,2,1,286,6500.0,2500.0,0.0
1016,Recreio dos Bandeirantes,2,1,1,70,2200.0,750.0,0.0
1017,Ipanema,3,1,1,160,4000.0,1250.0,2.0
1018,Vila Isabel,3,1,2,79,2200.0,622.0,122.0
1020,Tijuca,3,2,1,109,2500.0,742.0,105.0
1021,Jardim Botânico,3,2,2,141,5000.0,1963.0,514.0
1024,Campo Grande,1,1,0,46,650.0,250.0,0.0
1025,Copacabana,1,0,0,30,1300.0,400.0,25.0
1028,Jacarepaguá,3,1,1,78,2000.0,1200.0,110.0
1031,Ipanema,3,2,1,160,10000.0,1800.0,764.0
1032,Catete,1,0,0,37,1300.0,360.0,24.0
1033,Barra da Tijuca,4,4,4,279,24000.0,5268.0,1397.0
1034,Recreio dos Bandeirantes,2,2,1,110,2300.0,648.0,156.0
1035,Botafogo,3,1,1,105,5800.0,1350.0,281.0
1037,Leblon,3,2,1,170,12000.0,1900.0,280.0
1038,Copacabana,3,0,1,160,5000.0,800.0,190.0
1040,Freguesia (Jacarepaguá),3,1,1,81,1800.0,750.0,110.0
1041,Copacabana,4,1,3,217,9000.0,2754.0,650.0
1042,Ipanema,5,2,2,380,12000.0,3800.0,1600.0
1043,Laranjeiras,3,2,1,130,3200.0,1050.0,220.0
1044,Barra da Tijuca,4,3,2,270,7000.0,2600.0,650.0
1045,São Conrado,4,4,4,400,15000.0,5934.0,3182.0
1047,Copacabana,1,0,0,45,1600.0,420.0,72.0
1048,Barra da Tijuca,4,3,4,333,12000.0,4400.0,1200.0
1050,Barra da Tijuca,2,1,1,90,2200.0,1392.0,289.0
1054,Lagoa,2,2,2,100,3500.0,1020.0,380.0
1055,Barra da Tijuca,3,2,3,102,2700.0,1523.0,2944.0
1057,Copacabana,1,0,0,40,2000.0,617.0,24.0
1060,Barra da Tijuca,3,2,1,126,5000.0,1200.0,0.0
1061,Leblon,2,1,0,80,5000.0,1700.0,180.0
1062,Recreio dos Bandeirantes,2,2,1,84,1600.0,510.0,185.0
1064,São Conrado,5,2,3,401,12900.0,3781.0,7300.0
1065,Laranjeiras,3,2,1,147,4900.0,1320.0,226.0
1067,Ipanema,3,1,1,150,6000.0,2200.0,500.0
1068,Jacarepaguá,2,1,1,80,1900.0,1300.0,100.0
1071,Ipanema,3,2,1,190,4500.0,2600.0,514.0
1072,Leblon,2,1,0,82,3800.0,1060.0,0.0
1073,Barra da Tijuca,2,2,1,180,5000.0,1400.0,500.0
1074,Copacabana,4,2,1,365,13000.0,2800.0,1491.0
1075,Bonsucesso,2,0,0,61,1100.0,284.0,0.0
1076,Barra da Tijuca,3,2,1,120,4100.0,1750.0,414.0
1077,São Conrado,3,2,1,250,5500.0,750.0,500.0
1081,Ipanema,2,1,0,124,4500.0,1177.0,297.0
1082,Barra da Tijuca,4,2,1,115,2800.0,1800.0,250.0
1083,Botafogo,1,0,0,40,1800.0,350.0,0.0
1084,Laranjeiras,2,0,0,70,2200.0,500.0,74.0
1086,Barra da Tijuca,4,3,2,310,9500.0,2200.0,1750.0
1094,Ipanema,2,1,0,45,3000.0,500.0,30.0
1096,Flamengo,2,1,0,70,2600.0,900.0,120.0
1097,Recreio dos Bandeirantes,3,2,1,80,2000.0,750.0,370.0
1098,Recreio dos Bandeirantes,2,1,1,72,1500.0,650.0,131.0
1099,Ipanema,3,1,1,127,7000.0,1000.0,0.0
1100,Copacabana,3,1,1,100,8000.0,1050.0,340.0
1102,Ipanema,3,2,1,157,9000.0,2900.0,620.0
1104,Vila Isabel,1,1,1,50,1050.0,450.0,0.0
1107,Leblon,3,1,1,123,8000.0,1800.0,419.0
1108,Barra da Tijuca,2,1,1,90,3000.0,1860.0,450.0
1109,Recreio dos Bandeirantes,3,2,3,180,1700.0,1080.0,390.0
1110,Copacabana,2,2,1,98,4200.0,760.0,250.0
1111,Recreio dos Bandeirantes,2,2,1,83,1900.0,768.0,0.0
1112,Tijuca,2,1,1,80,1500.0,500.0,30.0
1115,Copacabana,2,0,1,122,4400.0,585.0,0.0
1116,Barra da Tijuca,1,1,0,80,5000.0,1100.0,200.0
1117,Leme,1,0,1,90,3500.0,550.0,0.0
1118,Lagoa,4,3,1,210,7200.0,2700.0,0.0
1119,Tijuca,3,1,2,100,2500.0,1300.0,283.0
1120,Tijuca,1,0,0,34,1400.0,251.0,24.0
1123,Recreio dos Bandeirantes,4,2,1,200,2950.0,1000.0,350.0
1126,Ipanema,3,0,0,85,3450.0,654.0,143.0
1127,Ipanema,3,1,1,120,6500.0,1500.0,450.0
1128,Laranjeiras,1,1,0,57,1800.0,694.0,94.0
1129,Leblon,2,0,0,63,2200.0,900.0,175.0
1130,Engenho de Dentro,2,1,0,66,1000.0,410.0,0.0
1132,Fátima,1,0,0,50,1100.0,558.0,20.0
1133,Recreio dos Bandeirantes,3,2,1,120,2700.0,790.0,200.0
1134,Ipanema,2,1,0,78,3600.0,644.0,128.0
1135,Taquara,2,1,0,70,1000.0,500.0,0.0
1136,Higienópolis,1,0,0,55,750.0,120.0,0.0
1138,Botafogo,2,1,2,84,4230.0,1140.0,202.0
1139,Ipanema,2,1,0,100,4000.0,800.0,86.0
1141,Barra da Tijuca,4,2,1,127,4000.0,1615.0,3335.0
1142,Pechincha,2,1,1,50,950.0,550.0,17.0
1144,Inhoaíba,2,1,0,60,650.0,255.0,0.0
1145,Tijuca,2,1,1,97,2500.0,660.0,0.0
1146,Lagoa,3,3,1,220,6000.0,1700.0,600.0
1147,Flamengo,4,1,2,360,12000.0,2500.0,650.0
1148,Botafogo,1,0,0,35,1000.0,293.0,86.0
1149,Santa Teresa,1,1,0,49,1150.0,570.0,28.0
1150,Barra da Tijuca,3,2,1,129,3800.0,1900.0,0.0
1151,Méier,3,1,0,100,1000.0,600.0,100.0
1153,Barra da Tijuca,3,2,1,110,2000.0,1768.0,277.0
1154,Barra da Tijuca,3,1,2,190,5500.0,2850.0,660.0
1158,Copacabana,1,0,0,40,1400.0,539.0,0.0
1160,Barra da Tijuca,3,2,1,300,4000.0,3800.0,8000.0
1161,Rocha,2,1,0,68,1000.0,1000.0,0.0
1162,Leblon,3,1,0,98,4000.0,1240.0,164.0
1164,Tijuca,3,0,0,80,1600.0,350.0,0.0
1165,Barra da Tijuca,3,1,2,100,3500.0,1300.0,276.0
1166,Barra da Tijuca,3,2,3,155,5900.0,1850.0,332.0
1169,Ipanema,3,2,1,80,5700.0,1323.0,365.0
1172,Freguesia (Jacarepaguá),2,1,0,59,700.0,475.0,0.0
1173,Ipanema,4,3,3,450,35000.0,5000.0,0.0
1174,Leblon,3,1,1,124,8000.0,2055.0,462.0
1178,Vila Isabel,2,1,1,70,1500.0,695.0,71.0
1179,Barra da Tijuca,4,3,4,237,8500.0,3400.0,540.0
1180,Barra da Tijuca,2,2,2,150,10000.0,3500.0,4000.0
1181,Tijuca,2,1,1,84,2750.0,690.0,182.0
1183,Barra da Tijuca,3,3,1,175,3900.0,1300.0,550.0
1185,Andaraí,1,0,0,30,1550.0,403.0,92.0
1190,Tijuca,1,0,0,42,1500.0,150.0,226.0
1194,Ipanema,5,1,4,424,25000.0,3200.0,4624.0
1196,Lagoa,4,3,4,250,14000.0,4330.0,1200.0
1197,Tijuca,3,2,1,120,2800.0,1600.0,170.0
1199,Flamengo,3,1,1,137,8000.0,1945.0,0.0
1204,Tijuca,3,1,0,81,1750.0,597.0,94.0
1206,Barra da Tijuca,2,1,1,104,5500.0,2700.0,650.0
1207,Barra da Tijuca,3,2,1,120,5000.0,2600.0,500.0
1208,Rio Comprido,2,1,0,56,1000.0,312.0,33.0
1209,Ipanema,4,3,3,480,37000.0,9700.0,2166.0
1210,Recreio dos Bandeirantes,2,1,1,65,1700.0,600.0,60.0
1211,Vila Isabel,2,0,0,82,1700.0,350.0,0.0
1213,Maracanã,2,0,0,54,2000.0,546.0,25.0
1214,Jardim Guanabara,3,2,1,98,3400.0,754.0,227.0
1215,Praça Seca,2,1,1,64,1100.0,440.0,0.0
1216,Jardim Botânico,3,1,1,113,4900.0,1501.0,329.0
1220,Ipanema,3,1,1,250,10000.0,2400.0,1000.0
1221,Tijuca,3,0,0,80,1600.0,660.0,98.0
1223,Ipanema,2,0,0,75,3000.0,1600.0,150.0
1225,Barra da Tijuca,4,3,2,170,4200.0,1700.0,300.0
1227,Freguesia (Jacarepaguá),2,2,1,145,2200.0,1036.0,2581.0
1228,Recreio dos Bandeirantes,2,1,1,110,1200.0,799.0,158.0
1231,Ipanema,3,1,1,170,8500.0,1650.0,440.0
1232,Jabour,3,0,0,67,780.0,165.0,0.0
1233,Barra da Tijuca,2,1,1,77,2200.0,1236.0,141.0
1235,Leblon,3,1,0,120,4500.0,2000.0,275.0
1236,São Conrado,3,2,1,128,5500.0,1903.0,3336.0
1237,Maracanã,2,0,0,67,1300.0,660.0,51.0
1240,Glória,1,0,0,42,1500.0,400.0,24.0
1241,Copacabana,4,2,3,550,20000.0,4000.0,10000.0
1243,Recreio dos Bandeirantes,3,2,2,148,2500.0,780.0,230.0
1244,Centro,2,0,0,75,1500.0,935.0,73.0
1247,Botafogo,2,1,0,90,2500.0,654.0,95.0
1249,Leblon,3,2,2,160,5800.0,1700.0,300.0
1251,Ipanema,3,1,1,100,6500.0,250.0,211.0
1253,Humaitá,2,0,1,101,3000.0,400.0,202.0
1254,São Conrado,2,1,1,115,3500.0,1094.0,242.0
1255,Humaitá,1,1,0,60,2100.0,750.0,127.0
1256,Leblon,4,1,2,220,7800.0,1980.0,0.0
1257,Leblon,1,0,0,90,7500.0,1400.0,0.0
1259,Vila da Penha,2,0,0,35,900.0,90.0,0.0
1261,Copacabana,2,2,1,250,9500.0,1437.0,640.0
1262,Barra da Tijuca,2,1,1,104,2000.0,1750.0,0.0
1263,Tijuca,3,1,1,82,1800.0,1100.0,112.0
1265,Leblon,3,3,1,209,11000.0,1817.0,0.0
1267,Barra da Tijuca,1,1,0,50,1900.0,1200.0,300.0
1268,Tijuca,2,0,0,67,1400.0,480.0,48.0
1269,Urca,3,2,1,168,7000.0,2172.0,460.0
1270,Leblon,3,4,1,176,17000.0,3582.0,400.0
1274,Recreio dos Bandeirantes,3,1,2,75,1500.0,1095.0,153.0
1275,Andaraí,2,1,1,80,1500.0,745.0,89.0
1277,Recreio dos Bandeirantes,3,0,3,186,4000.0,1120.0,472.0
1278,Barra da Tijuca,5,3,3,157,8500.0,2300.0,0.0
1280,Barra da Tijuca,2,3,2,220,12000.0,4200.0,1000.0
1281,Recreio dos Bandeirantes,2,2,1,83,1500.0,740.0,186.0
1282,Tijuca,3,0,3,110,2800.0,250.0,235.0
1283,Barra da Tijuca,4,3,1,180,7000.0,2400.0,667.0
1284,Barra da Tijuca,4,3,2,170,4700.0,1900.0,48.0
1285,Andaraí,2,0,0,60,1400.0,550.0,80.0
1286,Flamengo,1,0,0,36,1600.0,387.0,55.0
1288,Gávea,1,0,0,40,1950.0,492.0,0.0
1289,Recreio dos Bandeirantes,3,3,2,288,3000.0,1287.0,650.0
1290,Ipanema,4,0,4,370,24000.0,4000.0,1809.0
1291,Ipanema,3,1,3,172,12000.0,1450.0,6443.0
1292,Botafogo,1,1,0,59,2500.0,654.0,0.0
1293,Maracanã,2,1,1,85,1999.0,980.0,90.0
1296,Vila Valqueire,2,1,1,96,1200.0,315.0,0.0
1297,Barra da Tijuca,1,1,0,68,1650.0,900.0,180.0
1298,Barra da Tijuca,2,1,1,70,1800.0,875.0,0.0
1299,Recreio dos Bandeirantes,2,1,1,78,1800.0,900.0,180.0
1300,Leblon,4,2,2,230,17900.0,5000.0,1000.0
1302,Barra da Tijuca,3,2,1,172,2300.0,1600.0,450.0
1304,Tijuca,2,1,1,68,1550.0,600.0,0.0
1306,Copacabana,4,1,1,320,6000.0,2630.0,600.0
1309,Leblon,4,2,2,140,13000.0,2500.0,700.0
1310,Tijuca,3,2,1,85,2350.0,900.0,96.0
1312,Recreio dos Bandeirantes,2,2,2,85,2500.0,1068.0,124.0
1313,Ipanema,5,4,1,380,9000.0,4076.0,760.0
1315,Laranjeiras,3,1,1,110,3000.0,967.0,145.0
1316,Cascadura,2,1,0,70,1300.0,170.0,0.0
1320,Lagoa,3,3,1,250,8600.0,1900.0,580.0
1321,Copacabana,4,0,2,130,8500.0,790.0,100.0
1323,Barra da Tijuca,5,3,5,231,15000.0,2400.0,470.0
1326,Freguesia (Jacarepaguá),2,1,0,60,1000.0,420.0,13.0
1327,Tijuca,3,1,1,126,1800.0,1109.0,162.0
1328,Flamengo,1,0,0,50,1800.0,525.0,45.0
1330,Ipanema,1,0,1,33,1800.0,565.0,0.0
1331,Jardim Oceânico,3,2,1,160,4000.0,1400.0,487.0
1333,Barra da Tijuca,2,1,0,62,1100.0,680.0,99.0
1336,Flamengo,3,1,0,110,3000.0,699.0,190.0
1337,Recreio dos Bandeirantes,2,1,1,70,1790.0,780.0,0.0
1338,Barra da Tijuca,4,3,2,219,5300.0,2084.0,5700.0
1339,Copacabana,1,0,0,30,1200.0,500.0,200.0
1340,Barra da Tijuca,1,1,1,85,2300.0,1009.0,0.0
1341,São Conrado,4,3,3,280,14999.0,3800.0,15000.0
1343,Recreio dos Bandeirantes,3,1,1,82,2200.0,740.0,138.0
1345,Copacabana,4,1,1,390,18000.0,4000.0,600.0
1350,Leblon,2,1,2,130,11000.0,2600.0,6296.0
1352,Flamengo,3,0,1,178,4500.0,1500.0,220.0
1353,Recreio dos Bandeirantes,3,2,1,78,1650.0,500.0,0.0
1354,Taquara,2,1,0,75,700.0,622.0,0.0
1355,Leme,2,0,1,63,2400.0,927.0,0.0
1356,Barra da Tijuca,4,3,1,245,7000.0,2600.0,710.0
1358,Ipanema,2,1,0,95,6500.0,2179.0,473.0
1361,Ipanema,3,1,1,140,8000.0,1550.0,438.0
1362,Copacabana,1,0,0,30,2000.0,420.0,80.0
1363,Vargem Pequena,2,1,0,45,1200.0,320.0,27.0
1364,Campo Grande,2,1,0,60,900.0,200.0,0.0
1368,Barra da Tijuca,2,1,1,60,2800.0,900.0,1390.0
1369,Barra da Tijuca,2,1,1,86,2200.0,1050.0,0.0
1371,Copacabana,4,2,3,354,11800.0,4829.0,1153.0
1372,Méier,3,0,0,60,1000.0,120.0,15.0
1373,Barra da Tijuca,2,1,1,86,2900.0,1307.0,215.0
1374,Botafogo,2,1,0,65,1900.0,600.0,102.0
1375,Barra da Tijuca,3,2,1,170,3300.0,14784.0,557.0
1380,Recreio dos Bandeirantes,3,2,1,145,2500.0,676.0,0.0
1382,Copacabana,1,0,0,35,1100.0,400.0,55.0
1387,Copacabana,3,0,0,160,6000.0,2000.0,220.0
1388,Ipanema,4,2,1,191,9500.0,3687.0,1503.0
1390,Tijuca,1,0,0,40,1100.0,350.0,50.0
1391,Barra da Tijuca,3,2,1,78,6800.0,1700.0,350.0
1393,Ipanema,1,0,0,58,2500.0,477.0,144.0
1395,Copacabana,1,0,0,32,1400.0,580.0,60.0
1396,Humaitá,2,1,1,90,3400.0,742.0,131.0
1398,Leblon,3,1,1,150,5000.0,900.0,0.0
1399,Barra da Tijuca,3,2,3,200,4900.0,2500.0,600.0
1401,Leblon,4,2,3,400,20000.0,4250.0,1100.0
1405,Barra da Tijuca,3,2,1,230,3000.0,4200.0,700.0
1406,Barra da Tijuca,4,3,4,291,9500.0,4700.0,9000.0
1408,Ipanema,4,4,1,400,10000.0,3500.0,726.0
1412,Barra da Tijuca,3,2,1,170,5500.0,2060.0,510.0
1413,Barra da Tijuca,4,3,4,200,6700.0,1930.0,428.0
1414,Lagoa,3,1,1,106,4500.0,1148.0,350.0
1416,Flamengo,3,2,3,326,25000.0,3000.0,0.0
1420,Leblon,3,2,2,250,17000.0,5000.0,1010.0
1424,Barra da Tijuca,4,3,4,192,8000.0,2100.0,3200.0
1425,Tijuca,3,2,1,102,2600.0,798.0,89.0
1426,Barra da Tijuca,3,1,1,90,2850.0,850.0,130.0
1428,Barra da Tijuca,4,3,4,240,16500.0,2400.0,450.0
1429,Barra da Tijuca,1,1,1,52,5000.0,2660.0,380.0
1430,Ipanema,2,1,0,120,9500.0,2050.0,0.0
1431,Copacabana,3,1,0,139,4000.0,1900.0,327.0
1432,Ipanema,2,1,2,120,15000.0,1040.0,300.0
1433,Centro,3,1,0,95,2000.0,867.0,72.0
1434,Pechincha,2,1,0,49,790.0,410.0,0.0
1435,Vila Isabel,1,1,0,52,1200.0,468.0,26.0
1436,Humaitá,3,1,0,106,4500.0,1750.0,383.0
1441,Leblon,3,1,0,105,5000.0,1600.0,231.0
1442,Glória,1,0,0,34,1100.0,275.0,14.0
1445,Higienópolis,1,0,1,45,800.0,120.0,31.0
1446,Copacabana,1,0,1,90,3400.0,1000.0,0.0
1447,Copacabana,1,0,0,30,1700.0,600.0,24.0
1448,Leblon,1,0,1,135,10000.0,1900.0,500.0
1450,Recreio dos Bandeirantes,2,1,1,72,2790.0,650.0,129.0
1452,Flamengo,1,0,0,42,1500.0,517.0,21.0
1453,Tijuca,3,1,0,125,2500.0,1100.0,200.0
1454,Freguesia (Jacarepaguá),2,1,1,60,1700.0,560.0,72.0
1457,Grajaú,2,1,1,60,1100.0,750.0,96.0
1460,Rio Comprido,2,1,0,73,1490.0,491.0,14.0
1462,Barra da Tijuca,4,2,3,153,3000.0,1800.0,497.0
1463,Tijuca,3,1,0,98,2200.0,630.0,0.0
1464,Vila Isabel,2,0,0,86,2000.0,468.0,19.0
1467,Barra da Tijuca,2,1,1,89,3000.0,1590.0,255.0
1468,Barra da Tijuca,4,1,1,112,4500.0,1500.0,190.0
1469,Barra da Tijuca,4,4,4,333,12500.0,4300.0,1000.0
1471,Copacabana,1,0,0,45,2150.0,550.0,0.0
1472,Lagoa,4,4,4,354,25000.0,4436.0,2088.0
1476,Ipanema,3,1,1,140,12900.0,1580.0,280.0
1477,Barra da Tijuca,2,2,1,93,2700.0,1304.0,179.0
1478,Ipanema,3,1,0,80,4000.0,1200.0,251.0
1480,Tijuca,4,2,2,300,5000.0,1500.0,380.0
1481,Barra da Tijuca,2,1,1,70,3800.0,1200.0,0.0
1482,Copacabana,3,1,1,280,8000.0,1200.0,400.0
1483,Tijuca,2,0,0,81,1800.0,665.0,86.0
1484,Recreio dos Bandeirantes,4,3,4,320,4000.0,1000.0,4500.0
1486,Lagoa,3,3,1,210,14900.0,3000.0,0.0
1487,Ipanema,3,1,1,151,10000.0,2250.0,513.0
1489,Recreio dos Bandeirantes,3,2,1,109,2500.0,842.0,192.0
1490,Andaraí,1,0,0,30,1300.0,510.0,25.0
1491,Barra da Tijuca,4,3,3,290,14000.0,3950.0,770.0
1494,Barra da Tijuca,1,1,0,70,2000.0,860.0,205.0
1495,Praça da Bandeira,2,0,0,57,1700.0,604.0,51.0
1496,Barra da Tijuca,2,1,1,78,2500.0,1300.0,300.0
1498,Copacabana,3,1,0,380,4500.0,1980.0,0.0
1499,Copacabana,2,1,0,64,1800.0,697.0,0.0
1502,Glória,2,2,0,78,2470.0,738.0,121.0
1503,Botafogo,1,1,0,57,2150.0,880.0,86.0
1506,Barra da Tijuca,3,2,1,220,3000.0,1780.0,0.0
1510,Barra da Tijuca,2,1,1,70,1700.0,560.0,77.0
1512,Ipanema,2,1,0,78,3000.0,1050.0,280.0
1513,Recreio dos Bandeirantes,3,1,1,69,1500.0,780.0,187.0
1516,Jardim Guanabara,3,2,1,127,2500.0,620.0,293.0
1518,Camorim,2,1,1,60,1400.0,510.0,0.0
1519,Laranjeiras,2,1,1,86,3000.0,870.0,160.0
1522,Vila da Penha,2,1,0,87,1300.0,500.0,0.0
1523,Copacabana,3,1,0,140,3500.0,1000.0,120.0
1525,Engenho Novo,1,0,0,37,600.0,414.0,16.0
1526,Tijuca,2,0,0,90,1400.0,600.0,35.0
1528,Barra da Tijuca,3,2,1,120,4500.0,1100.0,650.0
1530,Ipanema,1,0,0,37,1800.0,490.0,40.0
1531,Recreio dos Bandeirantes,2,1,1,87,2000.0,600.0,176.0
1532,Lagoa,2,1,1,85,2200.0,1225.0,278.0
1533,Vila Kosmos,2,1,0,70,1250.0,218.0,0.0
