Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
Barra da Tijuca;3;1;2;93;2300.0;860.0;0.0
Recreio dos Bandeirantes;3;1;1;90;2500.0;1045.0;212.0
Copacabana;3;0;0;87;2450.0;724.0;188.0
Tijuca;3;0;0;85;2000.0;715.0;80.0
Freguesia (Jacarepaguá);3;2;1;105;2000.0;697.0;207.0
Barra da Tijuca;3;2;1;129;2300.0;1200.0;180.0
Barra da Tijuca;3;1;1;100;2600.0;1634.0;183.0
Recreio dos Bandeirantes;3;1;1;96;2500.0;850.0;150.0
Recreio dos Bandeirantes;3;2;1;136;2200.0;900.0;270.0
Recreio dos Bandeirantes;3;2;2;90;1950.0;715.0;185.0
Tijuca;3;2;1;123;2500.0;1200.0;140.0
Barra da Tijuca;3;2;2;85;2800.0;953.0;187.0
Tijuca;3;1;1;116;1900.0;1421.0;0.0
Benfica;3;0;0;115;790.0;180.0;556.0
Barra da Tijuca;3;0;1;135;2900.0;2000.0;0.0
Jacarepaguá;3;2;1;126;1500.0;960.0;170.0
Tijuca;3;0;0;80;1400.0;825.0;23.0
Flamengo;3;0;1;89;2600.0;590.0;0.0
Recreio dos Bandeirantes;3;2;1;170;2800.0;1300.0;356.0
Jacarepaguá;3;1;0;92;2400.0;800.0;0.0
Laranjeiras;3;1;0;137;2900.0;800.0;0.0
Recreio dos Bandeirantes;3;2;1;85;1700.0;722.0;144.0
Barra da Tijuca;4;3;1;158;2700.0;1622.0;0.0
Recreio dos Bandeirantes;3;0;0;74;1700.0;850.0;148.0
Recreio dos Bandeirantes;3;2;1;129;1900.0;855.0;0.0
Higienópolis;3;0;0;100;1200.0;180.0;21.0
Leme;3;1;1;100;2200.0;1900.0;170.0
Grajaú;3;0;0;80;1600.0;600.0;24.0
Vila Isabel;3;2;1;180;2500.0;850.0;3200.0
Laranjeiras;3;0;0;111;2500.0;767.0;0.0
Recreio dos Bandeirantes;3;3;2;300;2400.0;872.0;395.0
Flamengo;3;1;1;110;2900.0;846.0;0.0
Tijuca;3;1;1;87;2200.0;850.0;0.0
Copacabana;3;0;0;75;1600.0;1147.0;131.0
Recreio dos Bandeirantes;3;2;1;76;2300.0;700.0;1700.0
Recreio dos Bandeirantes;3;2;1;140;2400.0;1600.0;450.0
Copacabana;3;0;0;90;2900.0;980.0;150.0
Barra da Tijuca;3;1;2;80;1700.0;910.0;106.0
Recreio dos Bandeirantes;3;2;1;110;2391.0;400.0;2400.0
Campo Grande;4;2;2;168;2200.0;700.0;0.0
Pechincha;3;1;1;167;2100.0;1200.0;0.0
Santa Teresa;3;0;1;150;2700.0;231.0;98.0
Laranjeiras;3;1;0;137;2900.0;800.0;0.0
Grajaú;3;2;1;100;2200.0;718.0;127.0
Campo Grande;4;1;1;80;1600.0;950.0;0.0
Grajaú;3;1;0;75;2000.0;600.0;609.0
Recreio dos Bandeirantes;3;0;0;92;1800.0;628.0;186.0
Recreio dos Bandeirantes;3;2;1;90;1600.0;750.0;0.0
Freguesia (Jacarepaguá);3;2;1;123;2100.0;1115.0;1172.0
Recreio dos Bandeirantes;3;2;1;110;1950.0;650.0;207.0
Laranjeiras;3;1;0;99;2300.0;768.0;125.0
Freguesia (Jacarepaguá);3;2;2;140;2400.0;1335.0;0.0
Recreio dos Bandeirantes;3;4;1;184;2800.0;1700.0;0.0
Pechincha;3;1;1;102;1900.0;1034.0;142.0
Laranjeiras;3;1;1;130;2700.0;1100.0;239.0
Botafogo;3;0;1;84;2400.0;789.0;157.0
Recreio dos Bandeirantes;3;3;1;180;2800.0;1210.0;4222.0
Freguesia (Jacarepaguá);3;1;1;89;1700.0;900.0;0.0
Freguesia (Jacarepaguá);3;1;1;115;1990.0;950.0;100.0
Tijuca;3;2;1;90;2500.0;800.0;0.0
Recreio dos Bandeirantes;3;2;1;80;1500.0;950.0;2849.0
Freguesia (Jacarepaguá);3;1;1;81;1800.0;900.0;134.0
Recreio dos Bandeirantes;3;1;2;90;1400.0;900.0;160.0
Praça Seca;3;2;1;120;1400.0;250.0;0.0
Tijuca;3;1;0;90;2200.0;600.0;83.0
Recreio dos Bandeirantes;3;2;0;122;2400.0;837.0;248.0
Recreio dos Bandeirantes;4;2;1;220;2950.0;900.0;0.0
Barra da Tijuca;3;2;1;84;1600.0;750.0;0.0
Humaitá;3;1;1;90;2850.0;1160.0;260.0
Recreio dos Bandeirantes;3;3;3;128;2800.0;550.0;3497.0
Rio Comprido;3;0;0;98;2000.0;600.0;30.0
Recreio dos Bandeirantes;3;1;1;80;1800.0;400.0;0.0
Recreio dos Bandeirantes;3;1;2;80;1700.0;890.0;185.0
Barra da Tijuca;3;1;1;75;1700.0;760.0;0.0
Anil;3;2;1;117;2200.0;250.0;75.0
Tijuca;3;1;0;80;1900.0;646.0;40.0
Laranjeiras;3;0;0;137;2900.0;800.0;200.0
Recreio dos Bandeirantes;3;1;1;78;1900.0;550.0;0.0
Tauá;3;1;1;100;1600.0;250.0;100.0
Recreio dos Bandeirantes;3;1;1;84;1800.0;850.0;150.0
Laranjeiras;3;1;1;110;2950.0;1200.0;228.0
Pechincha;3;1;0;79;1300.0;700.0;90.0
Vila Isabel;3;0;1;115;2100.0;450.0;90.0
Camorim;3;2;1;74;1500.0;650.0;0.0
Freguesia (Jacarepaguá);4;2;2;109;2500.0;864.0;194.0
Recreio dos Bandeirantes;3;0;1;110;2500.0;500.0;250.0
Taquara;3;1;1;72;1500.0;550.0;0.0
Tijuca;3;0;0;105;2000.0;512.0;130.0
Barra da Tijuca;3;1;1;112;2599.0;1450.0;240.0
Recreio dos Bandeirantes;3;0;2;95;1800.0;1250.0;0.0
Barra da Tijuca;3;2;0;105;2900.0;1500.0;265.0
Barra da Tijuca;3;2;2;179;1990.0;1787.0;447.0
Recreio dos Bandeirantes;3;1;1;97;2000.0;658.0;105.0
Tijuca;3;1;0;85;2500.0;650.0;83.0
Barra da Tijuca;3;2;1;110;2290.0;1600.0;250.0
Tijuca;3;0;0;104;1800.0;400.0;0.0
Recreio dos Bandeirantes;3;2;1;95;2100.0;780.0;210.0
Riachuelo;3;1;1;94;900.0;600.0;0.0
Gávea;3;0;0;120;2700.0;880.0;238.0
Barra da Tijuca;4;1;1;120;2450.0;1778.0;375.0
Pechincha;3;1;1;87;1200.0;690.0;89.0
Jacarepaguá;3;1;1;71;1900.0;720.0;0.0
Copacabana;3;0;0;80;2500.0;1146.0;96.0
Riachuelo;3;1;1;90;1800.0;650.0;75.0
Gávea;3;0;1;120;2900.0;880.0;239.0
Recreio dos Bandeirantes;4;3;2;103;2850.0;1066.0;215.0
Copacabana;3;0;1;100;2500.0;1000.0;120.0
Tijuca;3;1;1;118;2600.0;594.0;161.0
Tijuca;4;1;0;131;2800.0;585.0;1377.0
Jardim Botânico;3;1;0;73;2700.0;1060.0;168.0
Laranjeiras;3;0;0;110;2600.0;780.0;60.0
Tijuca;3;1;0;100;2000.0;800.0;0.0
Recreio dos Bandeirantes;3;2;1;100;2200.0;600.0;0.0
Recreio dos Bandeirantes;3;1;3;76;2100.0;1100.0;1200.0
Santa Teresa;3;1;1;75;2700.0;613.0;0.0
Flamengo;3;1;0;92;2500.0;950.0;144.0
Copacabana;3;1;0;160;2500.0;2200.0;300.0
Freguesia (Jacarepaguá);3;1;1;81;1700.0;750.0;950.0
Copacabana;3;1;0;105;2500.0;1400.0;220.0
Barra da Tijuca;3;1;1;110;2900.0;720.0;280.0
Copacabana;3;0;0;120;2700.0;1187.0;305.0
Recreio dos Bandeirantes;3;2;0;110;2500.0;754.0;2181.0
Andaraí;3;0;0;90;1650.0;250.0;70.0
Campo Grande;4;2;1;140;2000.0;600.0;0.0
Freguesia (Jacarepaguá);4;3;1;103;2250.0;1000.0;1626.0
Camorim;3;2;1;84;2000.0;900.0;824.0
Recreio dos Bandeirantes;3;2;1;194;2000.0;2128.0;0.0
Barra da Tijuca;4;3;4;148;1500.0;1600.0;196.0
Tijuca;3;2;1;135;2500.0;1240.0;0.0
Tijuca;3;0;0;100;1600.0;450.0;104.0
Tijuca;3;1;0;148;2200.0;990.0;196.0
Vila Isabel;3;0;0;75;1500.0;580.0;0.0
Tijuca;3;0;0;96;1800.0;1000.0;96.0
Barra da Tijuca;3;2;1;92;2850.0;1165.0;273.0
Copacabana;3;0;0;110;2700.0;1000.0;220.0
Recreio dos Bandeirantes;3;3;1;110;2200.0;569.0;173.0
Tijuca;3;2;1;110;2250.0;900.0;0.0
Jacarepaguá;3;1;1;71;1700.0;600.0;0.0
Laranjeiras;4;0;0;110;2600.0;767.0;127.0
Botafogo;3;0;1;88;2500.0;572.0;152.0
Tijuca;3;1;1;106;2000.0;900.0;0.0
Recreio dos Bandeirantes;3;1;1;80;1500.0;1100.0;118.0
Copacabana;3;0;0;84;2300.0;720.0;127.0
Méier;3;1;0;110;1200.0;600.0;0.0
Tijuca;3;1;0;110;2490.0;1100.0;141.0
Copacabana;3;0;0;90;2900.0;900.0;0.0
Recreio dos Bandeirantes;3;2;1;100;1800.0;714.0;140.0
Tijuca;3;0;0;80;1800.0;492.0;90.0
Méier;3;1;0;75;1400.0;340.0;590.0
Barra da Tijuca;4;2;1;115;2800.0;1800.0;250.0
Tijuca;3;2;1;82;2600.0;1022.0;180.0
Campinho;3;2;2;194;1700.0;1150.0;141.0
Recreio dos Bandeirantes;3;2;3;145;2500.0;850.0;350.0
Barra da Tijuca;3;1;1;74;2250.0;600.0;74.0
Tijuca;3;1;0;103;1950.0;610.0;99.0
Recreio dos Bandeirantes;3;2;2;90;2500.0;650.0;0.0
Santa Teresa;3;0;0;80;2200.0;250.0;20.0
Laranjeiras;3;0;0;120;2700.0;700.0;130.0
Recreio dos Bandeirantes;3;2;1;118;2200.0;660.0;0.0
Recreio dos Bandeirantes;3;1;1;120;1800.0;724.0;205.0
Barra da Tijuca;3;2;2;72;2400.0;610.0;67.0
Recreio dos Bandeirantes;3;2;2;102;2500.0;536.0;200.0
Laranjeiras;3;2;0;155;1500.0;2600.0;328.0
Tijuca;3;1;0;115;2250.0;1000.0;0.0
Copacabana;3;0;0;92;1900.0;1386.0;111.0
Tijuca;3;1;0;85;2000.0;935.0;0.0
Copacabana;3;0;0;80;2700.0;760.0;180.0
Freguesia (Jacarepaguá);3;2;1;91;2000.0;870.0;120.0
Recreio dos Bandeirantes;3;3;3;146;2000.0;1300.0;660.0
Freguesia (Jacarepaguá);5;3;2;261;2500.0;2160.0;3900.0
Recreio dos Bandeirantes;3;1;1;95;1800.0;1250.0;0.0
Curicica;3;1;1;71;1500.0;630.0;0.0
Recreio dos Bandeirantes;3;2;1;101;1600.0;722.0;236.0
Laranjeiras;3;0;0;125;2700.0;600.0;34.0
Barra da Tijuca;3;2;1;104;2400.0;800.0;205.0
Freguesia (Jacarepaguá);3;2;1;120;1500.0;732.0;1390.0
Recreio dos Bandeirantes;3;2;1;184;2200.0;1300.0;200.0
Recreio dos Bandeirantes;3;1;1;86;1900.0;536.0;167.0
Freguesia (Jacarepaguá);4;2;3;186;2500.0;1100.0;1700.0
Recreio dos Bandeirantes;3;1;1;76;1100.0;788.0;147.0
Pechincha;3;1;1;93;1400.0;984.0;84.0
Tijuca;3;2;1;119;2500.0;830.0;0.0
Recreio dos Bandeirantes;3;2;1;92;2000.0;600.0;100.0
Barra da Tijuca;3;2;1;110;2800.0;1100.0;361.0
Recreio dos Bandeirantes;3;2;1;203;2900.0;980.0;3050.0
Freguesia (Jacarepaguá);3;1;1;107;1990.0;1040.0;178.0
Maracanã;3;1;2;130;2690.0;1000.0;150.0
Tijuca;3;1;0;73;2100.0;650.0;97.0
Jardim Guanabara;3;0;0;80;1700.0;380.0;130.0
Engenho Novo;3;0;0;80;1500.0;450.0;0.0
Tijuca;3;1;1;105;2350.0;893.0;147.0
Copacabana;3;0;0;110;2700.0;1000.0;20.0
Pechincha;3;2;1;77;1600.0;650.0;0.0
Camorim;3;1;1;73;1600.0;596.0;10.0
Recreio dos Bandeirantes;3;1;1;80;2500.0;600.0;0.0
Jacarepaguá;3;1;1;72;1800.0;700.0;0.0
Flamengo;3;1;0;90;2800.0;760.0;111.0
Recreio dos Bandeirantes;3;2;1;100;2100.0;763.0;1812.0
Tijuca;3;1;1;79;1950.0;1100.0;0.0
Copacabana;3;0;0;114;2800.0;850.0;203.0
Taquara;3;1;1;74;1400.0;650.0;70.0
Tijuca;4;1;0;131;2800.0;585.0;1377.0
Méier;3;0;0;80;950.0;340.0;0.0
Recreio dos Bandeirantes;3;2;1;100;2491.0;500.0;0.0
Recreio dos Bandeirantes;3;1;1;90;2300.0;950.0;0.0
Copacabana;3;1;0;95;2900.0;1300.0;160.0
Barra da Tijuca;4;3;4;148;2500.0;1370.0;0.0
Recreio dos Bandeirantes;3;3;1;110;1500.0;873.0;0.0
Tijuca;3;0;0;88;1600.0;804.0;92.0
Maracanã;3;1;0;90;1500.0;300.0;71.0
Barra da Tijuca;3;2;1;172;2300.0;1600.0;450.0
Méier;3;1;1;85;1700.0;790.0;135.0
Tijuca;3;1;1;110;1450.0;1295.0;0.0
Barra da Tijuca;3;1;1;87;1600.0;1322.0;0.0
Recreio dos Bandeirantes;4;2;2;160;1900.0;1038.0;0.0
Recreio dos Bandeirantes;3;2;2;75;1800.0;900.0;1094.0
Recreio dos Bandeirantes;3;1;2;82;1500.0;484.0;0.0
Recreio dos Bandeirantes;3;1;1;88;2000.0;850.0;200.0
Recreio dos Bandeirantes;3;2;1;92;2000.0;500.0;154.0
Copacabana;3;0;1;120;2800.0;1050.0;100.0
Tijuca;3;1;1;125;2400.0;870.0;141.0
Recreio dos Bandeirantes;3;2;1;80;1800.0;670.0;207.0
Recreio dos Bandeirantes;3;1;2;83;1700.0;870.0;193.0
Méier;3;1;1;104;1800.0;815.0;182.0
Recreio dos Bandeirantes;3;2;1;105;2000.0;815.0;206.0
Flamengo;3;0;0;80;2400.0;650.0;0.0
Copacabana;3;1;0;130;2950.0;1260.0;188.0
Méier;3;2;0;96;2000.0;600.0;0.0
Recreio dos Bandeirantes;3;1;1;137;2500.0;700.0;0.0
Jardim Botânico;3;1;0;100;2900.0;1087.0;176.0
Jardim Guanabara;3;2;1;104;2700.0;700.0;160.0
Recreio dos Bandeirantes;3;2;1;105;2500.0;662.0;0.0
Copacabana;3;1;0;105;2700.0;1125.0;232.0
Freguesia (Jacarepaguá);4;4;2;260;2700.0;1845.0;0.0
Recreio dos Bandeirantes;3;1;1;85;2300.0;800.0;140.0
Tijuca;3;0;0;92;1600.0;805.0;160.0
Freguesia (Jacarepaguá);3;2;1;135;2250.0;900.0;207.0
Freguesia (Jacarepaguá);3;2;1;132;1800.0;1197.0;860.0
Méier;3;1;1;101;1900.0;1123.0;140.0
Tijuca;3;1;1;165;2650.0;1308.0;0.0
Recreio dos Bandeirantes;3;2;1;81;2000.0;480.0;180.0
Recreio dos Bandeirantes;3;1;1;92;2500.0;840.0;195.0
Grajaú;3;2;1;90;1700.0;900.0;87.0
Centro;3;0;0;76;1700.0;350.0;0.0
Botafogo;3;2;1;120;2800.0;1400.0;300.0
Campo Grande;4;2;2;140;2400.0;750.0;0.0
Barra da Tijuca;3;2;1;120;2900.0;1500.0;310.0
Copacabana;3;0;0;97;2100.0;870.0;0.0
Botafogo;3;0;0;120;2600.0;800.0;120.0
Vila da Penha;3;0;2;86;1800.0;720.0;0.0
Jardim Guanabara;3;2;1;90;2000.0;350.0;0.0
Recreio dos Bandeirantes;3;1;1;126;2000.0;1100.0;220.0
Pilares;3;2;1;85;2100.0;850.0;0.0
Laranjeiras;3;0;1;97;2700.0;961.0;144.0
Tijuca;3;1;0;175;2500.0;1120.0;0.0
Recreio dos Bandeirantes;3;1;2;74;1750.0;935.0;1750.0
Copacabana;3;0;1;200;2800.0;1560.0;0.0
Tijuca;3;0;0;87;1500.0;600.0;100.0
Freguesia (Jacarepaguá);3;2;1;132;1900.0;1115.0;137.0
Flamengo;3;0;0;100;2500.0;980.0;105.0
Recreio dos Bandeirantes;3;2;1;110;1600.0;1000.0;154.0
Gávea;3;0;1;120;2900.0;980.0;0.0
Recreio dos Bandeirantes;3;0;1;114;2100.0;465.0;218.0
Recreio dos Bandeirantes;3;1;1;83;2000.0;900.0;160.0
Tijuca;3;2;1;108;2499.0;730.0;150.0
Recreio dos Bandeirantes;3;1;1;78;1900.0;294.0;0.0
Jardim Guanabara;3;1;0;71;1950.0;480.0;0.0
Barra da Tijuca;3;2;1;85;2500.0;800.0;233.0
Recreio dos Bandeirantes;3;2;1;100;2000.0;650.0;0.0
Freguesia (Jacarepaguá);3;1;1;117;1990.0;980.0;153.0
Jacarepaguá;3;1;1;71;1900.0;650.0;0.0
Recreio dos Bandeirantes;3;1;1;90;1800.0;750.0;150.0
Recreio dos Bandeirantes;3;2;1;90;2000.0;860.0;90.0
Copacabana;3;0;1;125;2800.0;645.0;364.0
Méier;3;0;0;79;1600.0;270.0;0.0
Sampaio;3;0;0;97;1300.0;150.0;39.0
Tijuca;3;1;0;75;1900.0;860.0;141.0
Recreio dos Bandeirantes;3;2;1;113;2100.0;611.0;0.0
Recreio dos Bandeirantes;3;2;1;100;2500.0;650.0;1864.0
Recreio dos Bandeirantes;3;2;1;115;2000.0;482.0;166.0
Barra da Tijuca;3;2;0;98;2300.0;887.0;177.0
Recreio dos Bandeirantes;3;2;1;88;1550.0;790.0;0.0
Jacarepaguá;3;1;2;78;1800.0;800.0;40.0
